"Candidat", "Dépenses totales", "Recettes totales", "Dons", "Apports partis", "Concours en nature", "Autres", "Apports personnel", "Soldes compte de campagne", "Dév (1)", "RFE (2)", "Déc. CNCCFP", "Circoncription", "Plafond de dépenses", "Remboursement maximum"
"nique","2 708","2 708","0","0","28","0","2 680","0","0","0","A","Haute-Garonne - 2","69 260 €","34 630 €"
"M. STROBEL Roger","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 2","69 260 €","34 630 €"
"M. TERRIÉ Julien","77","77","0","15","62","0","0","0","0","0","A","Haute-Garonne - 2","69 260 €","34 630 €"
"M. AREVALO Henri","9 144","9 144","0","0","0","0","9 144","0","0","9 144","A","Haute-Garonne - 3","67 547 €","33 774 €"
"Mme BARITEL Françoise","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 3","67 547 €","33 774 €"
"M. BELIN Jean-Marie","21 478","30 437","0","0","0","0","30 437","8 959","0","21 478","A","Haute-Garonne - 3","67 547 €","33 774 €"
"Mme FAISANS Nathalie","2 571","4 028","4 000","0","28","0","0","1 457","1 457","0","A","Haute-Garonne - 3","67 547 €","33 774 €"
"M. HERNANDEZ Christian","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 3","67 547 €","33 774 €"
"M. LAROZE Serge","2 024","2 024","0","0","0","0","2 024","0","0","0","A","Haute-Garonne - 3","67 547 €","33 774 €"
"M. LASERGE Michel","549","549","0","500","48","0","1","0","0","0","A","Haute-Garonne - 3","67 547 €","33 774 €"
"M. MANAUD Francis","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 3","67 547 €","33 774 €"
"Mme MARTIN Myriam","141","141","0","15","126","0","0","0","0","0","A","Haute-Garonne - 3","67 547 €","33 774 €"
"M. URGELL Charles","7 212","7 212","0","0","15","0","7 197","0","0","7 197","A","Haute-Garonne - 3","67 547 €","33 774 €"
"Mme CHARLES Danielle","1 797","2 157","0","1 857","0","0","300","360","60","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. COTELLE Thierry","491","510","160","350","0","0","0","19","19","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. COUDERT Christophe","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. DIEBOLD Jean","23 536","23 536","840","10 180","0","0","12 516","0","0","12 516","A","Haute-Garonne - 4","61 222 €","30 611 €"
"Mme DURRIEU Monique","2 680","2 680","0","0","28","0","2 652","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. ETELIN Christian","2 818","5 888","5 888","0","0","0","0","3 070","3 070","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"Mme GAILLOT Marie-Laurence","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. GALLEGO André","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"Mme GUÉRIN Michèle","1 391","1 391","0","0","50","0","1 341","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"Mlle JOSEPH Hélène","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"Mme NEUVILLE Marie","77","77","0","15","59","0","3","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. ROIG Robert","431","431","0","369","62","0","0","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. ROUZET Philippe","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. SIMON François","3 958","3 958","2 530","0","102","60","1 266","0","0","1 266","A","Haute-Garonne - 4","61 222 €","30 611 €"
"M. BONIFASSI Alain","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"Mlle BONIFASSI Aurore","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"M. BROQUERE Gilles","26 113","26 113","0","0","0","0","26 113","0","0","26 113","A","Haute-Garonne - 5","74 842 €","37 421 €"
"M. DECARITÉ Régis","0","0","0","0","0","0","0","0","0","0","R","Haute-Garonne - 5","74 842 €","37 421 €"
"Mme IMBERT Françoise","37 322","37 322","9 915","900","0","0","26 507","0","0","26 507","A","Haute-Garonne - 5","74 842 €","37 421 €"
"Mme JAU-BOUSCATEL Isabelle","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"M. LE SEAC’H Jean-Luc","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"M. MARTY Laurent","74","74","0","15","59","0","0","0","0","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"M. MENEN Délio","3 364","3 364","0","0","28","0","3 336","0","0","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"M. PLANTEY Franck","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"Mme PUEL Michèle","641","641","0","577","64","0","0","0","0","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"Mme SAUVAIRE Georgette","1 367","1 508","0","1 508","0","0","0","141","141","0","A","Haute-Garonne - 5","74 842 €","37 421 €"
"M. DARRICAU Jean-Marc","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"M. EL BACHIR Mohamed","2 720","2 720","0","0","28","0","2 692","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme ESCUDIÉ Jacqueline","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme HUSSON Elisabeth","16 323","16 323","0","0","0","0","16 323","0","0","16 323","A","Haute-Garonne - 6","75 549 €","37 775 €"
"M. LAMBEAUX Olivier","361","361","260","0","0","0","101","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"M. MAHMOUD Adeeb","520","630","280","350","0","0","0","110","110","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme MANDOU Mariam","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme MARIÈS Artémisa","2 339","2 339","0","50","0","0","2 289","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme MIQUEL Marthe","101","101","0","15","86","0","0","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme PINCE Marie","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme RIVIÈRE-TOMASI Sylvie","143","143","0","0","0","0","143","0","0","0","R","Haute-Garonne - 6","75 549 €","37 775 €"
"M. ROQUES Sylvain","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Christine","7 137","7 137","6 670","0","130","0","337","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme TARIOL Martine","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"Mme TORREMOCHA Sandra","606","606","0","555","50","0","1","0","0","0","A","Haute-Garonne - 6","75 549 €","37 775 €"
"M. ARELLANO Marc","2 801","2 801","0","0","28","0","2 773","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. AUDOUIN Jean-Michel","91","91","0","15","76","0","0","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. BASTIANI Jean-Pierre","37 557","39 403","825","10 180","0","0","28 398","1 846","0","26 552","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. BRESSOLLES Patrick","264","264","35","229","0","0","0","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. DELAMARE Armand","2 132","2 132","0","25","0","0","2 107","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"Mme EMERY Françoise","919","1 060","0","1 060","0","0","0","141","141","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. GAUTIER Eric","41 118","41 118","2 130","0","3 311","0","35 677","0","0","34 760","A","Haute-Garonne - 7","69 520 €","34 760 €"
"Mme GODARD Marie-Hélène","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. GUTIERREZ Olivier","0","0","0","0","0","0","0","0","0","0","R","Haute-Garonne - 7","69 520 €","34 760 €"
"Mme LAFLORENTIE Anne-Marie","607","607","0","550","57","0","0","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"Mme LAMBOLEY Yolande","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. OUKZIZ Khalid","2 822","2 822","1 970","0","792","0","60","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. PROMÉ Pierre","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"Mme PUERTAS Patricia","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 7","69 520 €","34 760 €"
"M. WACHEUX Christian","0","0","0","0","0","0","0","0","0","0","R","Haute-Garonne - 7","69 520 €","34 760 €"
"M. ATTARD Claude","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"M. BONNET Philippe","547","655","655","0","0","0","0","108","108","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mme BOULET Françoise","56 146","58 048","15 544","13 376","0","0","29 128","1 902","0","27 226","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mlle DEPOUZIER Elsa","2 149","2 190","2 190","0","0","0","0","41","41","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mme GUIRAUD Martine","483","483","0","479","4","0","0","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"M. IDIART Jean-Louis","46 060","46 060","17 051","900","5 027","0","23 082","0","0","23 082","A","Haute-Garonne - 8","61 207 €","30 604 €"
"M. LEZERAC Michel","3 266","3 266","8","0","0","0","3 258","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mme MARQUERIE Corinne","4 260","4 260","0","0","28","0","4 232","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mme MONDAIN Chantal","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"M. ROUX Michel","868","1 009","0","1 009","0","0","0","141","141","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"M. SAFORCADA David","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mme SARRADET Josette","25 900","25 900","0","0","0","0","25 900","0","0","25 900","A","Haute-Garonne - 8","61 207 €","30 604 €"
"M. VALETTE Gérard","0","0","0","0","0","0","0","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mme VENCO Katia","119","119","0","15","104","0","0","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mme VOLOSCENKO Nadine","20 378","20 378","0","75","0","0","20 303","0","0","0","A","Haute-Garonne - 8","61 207 €","30 604 €"
"Mlle ADDA Fatma","1 229","1 229","0","1 229","0","0","0","0","0","0","A","Gers - 1","60 821 €","30 411 €"
"Mlle BARTHELEMY Clotilde","369","369","0","364","4","0","1","0","0","0","A","Gers - 1","60 821 €","30 411 €"
"M. CARPONCY Marc","15","15","0","15","0","0","0","0","0","0","A","Gers - 1","60 821 €","30 411 €"
"M. CLERCMIDY Jean","0","0","0","0","0","0","0","0","0","0","A","Gers - 1","60 821 €","30 411 €"
"Mme COLLGROS Renée","0","0","0","0","0","0","0","0","0","0","A","Gers - 1","60 821 €","30 411 €"
"Catherine","0","0","0","0","0","0","0","0","0","0","A","Gers - 1","60 821 €","30 411 €"
"M. FALCO Jean","338","338","200","0","0","0","138","0","0","0","A","Gers - 1","60 821 €","30 411 €"
"Mme GENNESSON Micheline","0","0","0","0","0","0","0","0","0","0","R","Gers - 1","60 821 €","30 411 €"
"M. GESTA Daniel","19 723","24 163","0","0","0","0","24 163","4 440","0","0","R","Gers - 1","60 821 €","30 411 €"
"M. SALLES Maurice","2 439","5 100","0","0","100","0","5 000","2 661","0","0","A","Gers - 1","60 821 €","30 411 €"
"M. BEGUE Daniel","0","0","0","0","0","0","0","0","0","0","A","Gers - 2","59 362 €","29 681 €"
"M. CHEYMOL Alain","541","696","0","696","0","0","0","155","155","0","A","Gers - 2","59 362 €","29 681 €"
"Mme CRISPEL Victoire","29 597","29 602","1 150","0","0","82","28 370","5","0","0","R","Gers - 2","59 362 €","29 681 €"
"M. DE PREAUDET Jean","15 712","15 900","0","200","0","0","15 700","188","0","0","A","Gers - 2","59 362 €","29 681 €"
"Mlle DELLAC Maryse","2 114","5 100","0","0","100","0","5 000","2 986","0","0","A","Gers - 2","59 362 €","29 681 €"
"M. DULONG Pierre","10 816","10 787","0","10 309","0","0","478","–29","0","0","R","Gers - 2","59 362 €","29 681 €"
"Mlle GUIN Veronique","0","0","0","0","0","0","0","0","0","0","A","Gers - 2","59 362 €","29 681 €"
"Mme JULLIAN Nicole","338","450","300","0","0","0","150","112","0","0","A","Gers - 2","59 362 €","29 681 €"
"Mme LASSERRE Janine","15","15","0","15","0","0","0","0","0","0","A","Gers - 2","59 362 €","29 681 €"
"Mme TERRAIN Blandine","0","0","0","0","0","0","0","0","0","0","A","Gers - 2","59 362 €","29 681 €"
"M. TOUHE-RUMEAU Christian","0","0","0","0","0","0","0","0","0","0","A","Gers - 2","59 362 €","29 681 €"
"M. VALL Raymond","26 824","26 824","3 140","0","0","350","23 334","0","0","23 334","A","Gers - 2","59 362 €","29 681 €"
"Mme VIAU Marie michele","315","315","0","311","4","0","0","0","0","0","A","Gers - 2","59 362 €","29 681 €"
"Mme BERTHAUD Micheline","0","0","0","0","0","0","0","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"Mme BOURRAGUÉ Chantal","58 645","58 645","14 795","9 700","2 717","0","31 433","0","0","31 433","A","Gironde - 1","66 137 €","33 069 €"
"Mme COLOMBIER Valérie","27 519","27 519","0","0","150","0","27 369","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"M. COUDRAY Jean-Luc","100","100","100","0","0","0","0","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"Mme GARUZ Micheline","0","0","0","0","0","0","0","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"M. HOERNER Marcel","0","0","0","0","0","0","0","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"M. LACOSTE Denis","293","293","0","277","16","0","0","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"Mme LARROQUET Isabelle","178","178","0","15","163","0","0","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"M. LASAYGUES Marc","1 881","1 881","0","373","0","0","1 508","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"M. MAURIN Vincent","2 529","2 529","0","0","0","0","2 529","0","0","0","A","Gironde - 1","66 137 €","33 069 €"
"M. ALFANDARI Bruno","1 806","1 806","0","0","0","0","1 806","0","0","0","R","Gironde - 2","62 682 €","31 341 €"
"M. BICHINDARITZ Emmanuel","187","187","0","15","172","0","0","0","0","0","A","Gironde - 2","62 682 €","31 341 €"
"M. BUGEAU Christophe","1 047","1 047","183","0","376","0","488","0","0","0","A","Gironde - 2","62 682 €","31 341 €"
"Mme DELAUNAY Michèle","38 847","38 847","6 055","6 599","780","6","25 407","0","0","25 407","A","Gironde - 2","62 682 €","31 341 €"
"Mme DOREY Valérie","0","0","0","0","0","0","0","0","0","0","A","Gironde - 2","62 682 €","31 341 €"
"M. DUPONT Guy","336","336","0","320","16","0","0","0","0","0","A","Gironde - 2","62 682 €","31 341 €"
"M. GUINARD Ludovic","5 096","5 096","0","0","280","0","4 816","0","0","4 816","A","Gironde - 2","62 682 €","31 341 €"
"M. JUPPÉ Alain","49 565","49 565","36 363","11 723","0","0","1 479","0","0","1 479","A","Gironde - 2","62 682 €","31 341 €"
"Mme LOZANO Rose-Marie","135","350","50","300","0","0","0","215","215","0","A","Gironde - 2","62 682 €","31 341 €"
"Mme VILMONT Véronique","1 461","1 500","0","1 500","0","0","0","39","39","0","A","Gironde - 2","62 682 €","31 341 €"
"M. BREILLAT Jacques","4 126","4 126","441","3 099","0","0","586","0","0","0","A","Gironde - 3","65 104 €","32 552 €"
"M. BROSSE Patrick","354","354","0","15","338","0","1","0","0","0","A","Gironde - 3","65 104 €","32 552 €"
"M. JOLY François","670","670","50","470","0","0","150","0","0","0","A","Gironde - 3","65 104 €","32 552 €"
"M. JOUVENOT Jean-Philippe","140","140","140","0","0","0","0","0","0","0","A","Gironde - 3","65 104 €","32 552 €"
"M. LAGRAVE Arnaud","25 063","25 063","0","0","150","0","24 913","0","0","0","A","Gironde - 3","65 104 €","32 552 €"
"Mme LIRE Marie-Françoise","10 937","10 937","990","0","2","0","9 945","0","0","9 945","A","Gironde - 3","65 104 €","32 552 €"
"M. MAMERE Noël","42 201","42 201","1 090","11 000","0","0","30 111","0","0","30 111","A","Gironde - 3","65 104 €","32 552 €"
"Mme ORS Danièle","0","0","0","0","0","0","0","0","0","0","A","Gironde - 3","65 104 €","32 552 €"
"M. PARIS Jean-Jacques","32 052","32 052","0","0","0","0","32 052","0","0","32 052","A","Gironde - 3","65 104 €","32 552 €"
"M. PINTO BICHO Pierre","395","395","0","379","16","0","0","0","0","0","A","Gironde - 3","65 104 €","32 552 €"
"Mme VIGNE Elisabeth","45 519","45 630","2 930","11 700","0","0","31 000","111","0","30 889","A","Gironde - 3","65 104 €","32 552 €"
"Christine","478","478","0","478","0","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"Mme BRIVARY Anne-Isabelle","365","365","0","349","16","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"Mme DELLUC Sylvie","0","0","0","0","0","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"M. GUICHARD Max","2 981","2 981","0","0","0","0","2 981","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"M. GUICHARD Alain","27 055","27 345","220","0","274","0","26 851","290","0","0","A","Gironde - 4","66 703 €","33 352 €"
"Mlle HERAUD Christine","212","212","0","15","197","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"Mme HINAULT Sterenn","0","0","0","0","0","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"Mme JACQUET Anne-Lise","32 895","33 065","0","0","0","0","33 065","170","0","32 895","A","Gironde - 4","66 703 €","33 352 €"
"Mme LACUEY Conchita","29 579","29 614","0","6 395","0","0","23 219","35","0","23 184","A","Gironde - 4","66 703 €","33 352 €"
"Mme LADRAT Colette","0","0","0","0","0","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"M. MAUGET Denis","0","0","0","0","0","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"M. MONTELS Jean-Luc","0","0","0","0","0","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"Mme RENUCCI Dominique","25 018","25 018","0","0","150","0","24 868","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"M. ZALIO Christophe","0","0","0","0","0","0","0","0","0","0","A","Gironde - 4","66 703 €","33 352 €"
"Mme BOISSEL Nicole","0","0","0","0","0","0","0","0","0","0","A","Gironde - 5","65 991 €","32 996 €"
"M. GENESTINE Alain","0","0","0","0","0","0","0","0","0","0","A","Gironde - 5","65 991 €","32 996 €"
"Mme GOT Pascale","47 094","47 094","7 225","6 035","859","0","32 975","0","0","32 975","A","Gironde - 5","65 991 €","32 996 €"
"M. LACUBE David","0","0","0","0","0","0","0","0","0","0","A","Gironde - 5","65 991 €","32 996 €"
"M. LEMOINE Denis","27 481","27 481","0","0","396","0","27 085","0","0","0","A","Gironde - 5","65 991 €","32 996 €"
"M. MICHAELY Guy","0","0","0","0","0","0","0","0","0","0","R","Gironde - 5","65 991 €","32 996 €"
"M. PERCHET Guillaume","337","337","0","321","16","0","0","0","0","0","A","Gironde - 5","65 991 €","32 996 €"
"M. POUTOU Philippe","243","243","0","15","228","0","0","0","0","0","A","Gironde - 5","65 991 €","32 996 €"
"M. REGERE Jean-François","65 062","65 062","3 995","9 700","0","0","51 367","0","0","32 996","A","Gironde - 5","65 991 €","32 996 €"
