"Candidat", "Dépenses totales", "Recettes totales", "Dons", "Apports partis", "Concours en nature", "Autres", "Apports personnel", "Soldes compte de campagne", "Dév (1)", "RFE (2)", "Déc. CNCCFP", "Circoncription", "Plafond de dépenses", "Remboursement maximum", "Scrutin"
"M. ASSOUAD Alain","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"Mme CARDON Dominique","554","554","0","54","500","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"Mme CLAUDIUS-PETIT Anne","5 793","5 793","0","482","96","0","5 215","0","0","5 215","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"Mme DENIA Conception","98","98","0","0","0","0","98","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"M m e   H A D J A D J - B O U D A R AÉliane","0","0","0","0","0","0","0","0","0","0","HD","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"M. MARANDAT Bernard","11 241","11 450","0","0","0","0","11 450","209","0","11 241","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"Mme MONTIGNY Françoise","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"Mme PALLOIX Marie-Françoise","5 595","5 595","80","4 751","764","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"Mlle PIGAMO Nathalie","17 803/16 945","18 221/17 363","2 210/1 710","0/0","0/0","0/0","16 011/15 653","418/418","0","15 235","AR","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"M m e   P O N C E T - R A M A D EMichèle","15 696","15 696","1 540","267","0","0","13 889","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"Mme PROST Marie","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"M. ROCHE François","364","364","0","336","28","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"M. SELLOUM Arezki","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"Mme TEYCHENE Marcelle","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"M. TIAN Dominique","34 112","34 112","0","10 182","2 408","0","21 522","0","0","21 522","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"M. VAN GAVER Gabriel","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 2","61 724","30 862 €","Scrutin non contesté"
"M. ARVOIS Emmanuel","554","554","0","54","500","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"Mme AYMES Claire","0","0","0","0","0","0","0","0","0","0","R","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. BLANC Jackie","17 097","17 100","0","0","0","0","17 100","3","0","17 097","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"Mlle BONNET Isabelle","349","349","0","317","32","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. BOUALEM Miloud","24 832","23 170","270","0","0","0","22 900","–1662","0","0","R","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. DICCHI Roland","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. ISRAEL Jean-Paul","21 933/17 703","21 933/17 703","2 230/2 230","0/0","0/0","0/0","19 703/15 473","0/0","0","0","AR","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. LOMBARDI Roland","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. MENUCCI Patrick","34 144/34 332","34 737/34 925","9 510/9 510","100/100","0/657","0/0","25 127/24 658","593/593","0","24 065","AR","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"Mme MERCIER Josette","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M m e   M O U K O M E L - C L A R T ÉMarianne","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. PERSIA Alain","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"Mme POTHIN Stéphanie","2 533","2 533","0","2 383","0","0","150","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. ROATTA Jean","50 823/49 271","51 570/51 570","27 595/27 595","9 700/9 700","14 275/14 275","0/0","0/0","747/2 299","2 299","0","AR","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. SINEGRE Patrick","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. YOUSSOUFIAN Daniel","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 3","59 579","29 790 €","Scrutin non contesté"
"M. AZZOUG Slimane","10 871","10 871","0","0","0","0","10 871","0","0","0","R","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. BAUMANN Jean-Pierre","29 519","30 000","0","0","0","0","30 000","481","0","29 519","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"Mme BOULAY Joëlle","1 149","1 149","0","0","191","0","958","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. CAYOL Raoul","7 134/5 984","7 137/7 137","4 445/4 445","2 692/2 692","0/0","0/0","0/0","3/1 153","1 153","0","AR","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. DUTOIT Frédéric","60 145","60 145","9 215","0","838","204","49 888","0","0","31 549","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. GRUSELLE Michel","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. JEREZ Christophe","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. JIBRAYEL Henri","38 222/37 448","38 222/37 448","2 100/2 100","0/0","3 256/3 256","0/0","32 866/32 092","0/0","0","31 549","AR","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"Mme KELLER Marcelle",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"Mlle MOYEN Sylvie","361","361","0","333","28","0","0","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. PIBAROT André","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. SAÏD Hassani","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. SAVON Hubert","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"Mme SEREN Régine","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. SUSINI Bernard","32 469/30 826","32 472/30 829","1 890/1 890","14 182/14 182","0/0","0/0","16 400/14 757","3/3","0","14 754","AR","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"Mme VLAEMYNCK Eméa","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"M. ZERIBI Karim","35 425","35 635","23 940","0","0","0","11 695","210","0","11 485","A","Bouches-du-Rhône - 4","63 098","31 550 €","Scrutin non contesté"
"Mme AIMÉ-BLANC Sophie","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"M. BOEUF Joël","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"Mme COHEN-PENNA Arlette",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"M. COPPOLA Jean-Marc","30 948/29 134","30 948/29 134","0/0","0/0","0/0","0/0","30 948/29 134","0/0","0","29 134","AR","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"M. FOURNIER Sébastien","554","554","0","54","500","0","0","0","0","0","A","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"M. FRIZZI Jean","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"Mme GRENET Odile",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"M. MADROLLE Christophe","21 689/20 910","21 689/20 910","0/0","0/0","0/0","0/0","21 689/20 910","0/0","0","20 910","AR","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"Mme MALHOLE Nathalie","376","376","0","348","28","0","0","0","0","0","A","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"Mme MIH Gilda","29 325/29 217","30 040/29 932","0/0","0/0","0/0","0/0","30 040/29 932","715/715","0","29 217","AR","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"M. MUSELIER Renaud","55 133/54 133","64 297/64 297","29 695/29 695","30 182/30 182","4 420/4 420","0/0","0/0","9 164/10 164","10 164","0","AR","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"Mme PINERO Chantal","0","0","0","0","0","0","0","0","0","0","HD","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"M. ROUZAUD Antoine","38 817/38 517","38 850/38 550","8 350/8 350","0/0","0/0","0/0","30 500/30 200","33/33","0","30 167","AR","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"M m e   R U B I R O L A - B L A N CMichèle","625","651","130","221","0","0","300","26","0","0","HD","Bouches-du-Rhône - 5","61 149","30 575 €","Scrutin non contesté"
"Mme CARAYON Michèle","23 182","25 050","0","0","0","0","25 050","1 868","0","23 182","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"M. COLLET-FENETRIER Michel","13 127","13 137","680","0","500","0","11 957","10","0","11 947","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"Mme COLOMB Nicole","554","554","0","54","500","0","0","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"Mme DJENDOUBI Ferten","12 733","12 733","0","800","1 120","0","10 813","0","0","10 813","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"M. EXBRAYAT Gérard","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"Mme GRANDEL Jacqueline","381","381","0","367","14","0","0","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"Mme GUGLIOTTA Mylène","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"Mme GUILLARD Odette","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"M. GUITTON Christian","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"Mme MASSON Brigitte","3 516","3 516","0","2 307","244","0","965","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"M. PENA Yves",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"M. RAYNAUD Christian","0","0","0","0","0","0","0","0","0","0","HD","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"Mme RUIZ Valérie","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"M. TEISSIER Guy","50 068","59 141","37 315","15 000","2 026","0","4 800","9 073","4 273","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"M. VILLENEUVE Michel","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 6","64 702","32 351 €","Scrutin non contesté"
"Mme ANDRIEUX Sylvie","33 919","33 949","540","800","2 268","0","30 341","30","0","30 311","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"M. BENAMAR Hassan",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mme BOULAY Flora","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mme CANTREL Nicole","550","550","0","0","400","0","150","0","0","0","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mme GIORDANO Josiane","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"M. GUÉNOUN Aimé","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mlle HADJ-CHIKH Haouaria","25 593","25 593","0","0","0","0","25 593","0","0","25 593","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mme KURBETZ Isabelle",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"M. LAQHILA Mohamed","11 971/10 569","11 971/10 569","1 500/1 500","482/482","0/0","0/0","9 989/8 587","0/0","0","0","AR","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"M. NASSUR Claude",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mme PÉCOUT Danièle","347","347","0","333","14","0","0","0","0","0","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"M. RAVIER Stéphane","29 639/29 385","31 150/30 896","0/0","0/0","0/0","0/0","31 150/30 896","1 511/1 511","0","29 385","AR","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mme REMADNIA-PREZIOSINora","44 183/37 340","50 232/43 389","13 050/13 050","10 182/10 182","0/0","0/0","27 000/20 157","6 049/6 049","0","14 108","AR","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mme ROUX Camille","554","554","0","54","500","0","0","0","0","0","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"M. VAUZELLE Alain","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 7","63 097","31 549 €","Scrutin non contesté"
"Mme ARZANO Sonia","39 448","39 489","9 350","0","0","0","30 139","41","0","0","R","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"Mme BARREYRE Emmanuelle",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M. BATTINI Jean-Marie","684","684","0","184","500","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M. BELOTTI Francis","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"Mme BOYER Valérie","41 906/41 342/39 361","42 958/42 394","15 800/15 800","20 682/20 682","1 777/1 777","0/0","4 699/4 135/2 154","1 052/1 052","0","1 102","AR","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M. COCAIGN Bruno","0","0","0","0","0","0","0","0","0","0","HD","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M m e   D H A M E L I N C O U R T -PIBAROT Olga","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M. DJERARI Abel","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M. DURBEC Stéphane","21 740","21 740","0","0","0","0","21 740","0","0","21 740","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M. FLEURY Gérard","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M. GRENIER Patrick","423","423","0","395","28","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"Mme HARMITT Elisabeth","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"Mme LATOUR Françoise","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"Mme LEDESMA Simone","3 251/3 716","3 251/3 716","0/0","2 653/3 118","598/598","0/0","0/0","0/0","0","0","AR","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"M. MASSE Christophe","53 933/53 860/53 169","54 041/53 968","9 050/9 050","800/800","0/0","0/0","44 191/44 118/43 427","108/108","0","32 638","AR","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"Mme PICQ Denise","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 8","65 276","32 639 €","Scrutin non contesté"
"Mme BENEDETTI Mireille","30 909/30 909","30 909/30 909","5 735/2 735","0/0","1 476/1 476","0/0","23 698/26 698","0/0","0","26 698","AR","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. BONIFAY Serge","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. CANDELA Patrick","27 509","27 509","1 364","60","1 085","0","25 000","0","0","25 000","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. DEFLESSELLES Bernard","57 061","57 533","46 450","9 700","1 383","0","0","472","472","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"Mme FAURE-LEQUIEN Hélène","4 263","4 263","0","4 184","10","0","69","0","0","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. FOURESTIER Alain","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. IVALDI Marc","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"Mme JOHSUA Emmanuelle","554","554","0","54","500","0","0","0","0","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. LARTAUD Christian","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"Mme MELIN Joëlle","28 591/28 335","28 591/28 335","0/0","0/0","0/0","0/0","28 591/28 335","0/0","0","28 335","AR","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. MESSEMANNE Jean-Pierre","439","439","0","419","14","0","6","0","0","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. MEYNARD Robert","0","0","0","0","0","0","0","0","0","0","A","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"M. MUSUMECI Christian",,,,,,,,,"0","0","AD","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
"Mme NÉGRIER Béatrice","17 295","17 365","1 060","0","0","55","16 250","70","0","0","R","Bouches-du-Rhône - 9","64 828","32 414 €","Scrutin non contesté"
